step,ang_vel_body_0,ang_vel_body_1,ang_vel_body_2
651,-0.3321977,0.7591875,-1.0413498
652,-0.20831236,-0.12428311,0.3711557
653,0.11157659,-0.008820195,-1.9530766
654,0.22002436,1.2490973,-0.9100077
655,0.089921966,0.35154605,-0.36008427
656,-0.51621336,0.2697691,-1.5484638
657,0.28274637,-0.09058109,0.1810699
658,-0.10712,0.04934586,0.41427407
659,0.65311736,-0.11108813,0.77738786
660,-0.65270996,-0.5578794,-1.2237872
661,-1.0652695,-1.1551981,0.3855402
662,-0.2179298,-1.4264928,0.5017993
663,-1.1371547,0.18671772,0.57593894
664,-0.35304284,-0.12771083,1.1185412
665,0.20144135,0.24826182,0.245416
666,0.846453,0.73943216,-1.3430641
667,0.3487989,-0.16696125,-0.19833887
668,-0.10486183,0.6935053,1.4718906
669,-0.15878826,0.07215901,1.0838703
670,-0.10126819,0.6410606,1.8871303
671,0.04129202,1.1070008,1.2497413
672,-0.045697533,0.7620873,-1.6202277
673,-0.27299067,0.55516577,-0.1859513
674,-0.58838665,0.25281563,0.0064949505
675,-0.53685176,0.15254293,-0.18595739
676,-0.33170334,-0.5558908,-0.94511646
677,0.8614299,-1.0271412,0.24573314
678,1.0152758,-1.6135585,0.7483008
679,0.84526056,-0.79533213,-0.88448614
680,-0.23733076,0.516749,-0.6663615
681,-0.14390822,-0.21732152,0.051127385
682,0.24899593,0.2722177,-1.8439488
683,-0.32488206,0.17805633,-0.31750956
684,-0.1416606,0.045230214,0.7161903
685,0.25281513,-0.39647537,-1.1745543
686,-0.04670384,0.18056357,0.31622428
687,0.02973542,-0.20045239,0.4240199
688,0.47625792,0.2844271,-0.04084803
689,0.3716041,0.236155,-1.2837073
690,0.5874893,0.23588306,-0.43958002
691,-0.00086186454,0.22361185,1.011175
692,-0.51220655,0.3129397,0.8675196
693,-0.8301415,-0.6366789,-1.1127698
694,-0.3426159,0.0146645745,-0.5977953
695,0.3496071,0.34767798,1.2188452
696,-0.07288047,-1.2302246,2.0628498
697,0.6775791,-2.0604284,0.75867164
698,1.8106688,-0.52783155,1.86758
699,1.792807,-0.374674,-0.09994916
700,1.5457348,1.0404184,0.0671348
701,0.5078872,0.9378162,-0.054145403
702,-0.4093155,0.15669489,1.6618323
703,-0.69883573,0.51678693,0.84098804
704,-1.2034857,0.7426758,0.15402249
705,-0.65184224,0.99373955,0.39461127
706,-0.78134334,0.52830803,0.056755677
707,-0.28666127,0.2120018,0.80720204
708,-0.2507358,0.03519195,0.10557179
709,0.01650656,0.6182106,0.5539173
710,0.10151407,-0.07005605,-0.26265913
711,0.34897768,0.17220382,1.7753904
712,-0.16310853,-0.017158544,-0.5343138
713,-0.35627455,-0.16940083,-0.97634876
714,-0.59497005,-0.25611475,-0.741211
715,-0.032197744,-0.29418337,-1.7999378
716,-0.46536738,-0.75400233,-0.77745897
717,-0.07450242,0.42348757,-1.0588323
718,-0.27787048,-0.1839589,-1.1954436
719,-0.2660808,0.29591134,-0.6052004
720,0.74403447,0.34671584,-1.0405412
721,0.082060985,0.83518183,0.61212176
722,0.13937654,-0.050486,-0.8863664
723,0.37140584,0.02299856,-0.5092901
724,-0.8103292,0.46212783,0.060368665
725,-0.2148263,0.080619454,-0.24467456
726,0.008906206,0.20135854,0.17870876
727,-0.02244329,-0.09963941,-0.6135731
728,-0.37878948,-1.7513425,0.06303425
729,-0.76897854,-1.4235549,0.1568394
730,-0.73811775,-0.99750787,1.1611854
731,-0.77402323,-0.5023165,0.9466409
732,0.087206624,-1.0208422,0.2138097
733,0.8038046,-0.6228436,-0.9872086
734,1.0544002,0.51972026,0.27996266
735,0.88110465,0.3535036,0.49202827
736,0.9053135,0.53040355,1.3948829
737,0.10252033,0.46014887,1.1528583
738,-0.07221624,0.9261759,1.6964222
739,0.003241688,0.64334613,1.2742243
740,-0.0509165,-0.77444434,1.2512937
741,-0.11679003,-0.93356884,1.9797941
742,0.039926473,-1.4733393,-0.480091
743,0.14878716,-1.1249712,-0.77791643
744,0.07283668,-0.6664401,-0.8995755
745,0.03793408,-1.0360249,1.1837227
746,0.40843737,-0.3815492,-2.0011067
747,0.44944045,-0.090129636,-0.786543
748,-0.07667284,0.3632911,1.5354165
749,-0.59136736,-0.09745225,-0.0037508085
750,-0.3369991,0.6650212,0.6600976
751,-0.2411654,0.26126269,-0.31763038
752,-0.649018,0.7401777,-1.247099
753,-0.3762783,0.94109017,-2.25854
754,-0.21362828,1.6167034,-1.7095034
755,0.1284999,0.67513937,-1.0087339
756,0.24168862,0.09497032,-1.2644325
757,0.37685758,-0.6558884,-0.9729487
758,-0.2516786,-0.05349596,-0.6705016
759,0.02499931,-0.44214493,-0.67344916
760,0.28650448,-1.0400951,-2.12017
761,-0.27914947,-0.4162398,0.29335365
762,-0.7837909,-0.7838449,-0.19923666
763,-0.23881954,-0.94469595,1.6703513
764,-0.070614986,-0.57867515,-1.1043454
765,0.19519775,0.079193026,-0.63500935
766,0.33101895,0.77244055,-1.054763
767,-0.23752083,0.54599714,0.097481444
768,-0.346527,0.75505036,1.6393207
769,-0.34212983,0.9351638,2.188676
770,0.40129158,0.20527472,2.4541578
771,0.062469307,1.0794194,0.7611868
772,-0.8290477,0.024468474,0.82337505
773,-0.6597274,-0.43244365,-0.6708395
774,0.06522073,-0.45318598,-0.09500916
775,-0.026865227,-1.2764244,-0.0040391423
776,-0.031071344,-0.66137254,0.6673384
777,-0.43181223,-0.15661883,-0.09079257
778,0.5494489,-0.5758209,1.4575391
779,0.4474522,-1.4874161,-0.2871093
780,-0.06513405,0.38962734,-0.4795076
781,-0.46926045,1.2245717,-0.4995495
782,0.39911747,0.7607555,0.2811085
783,0.50884944,-0.24457724,-0.91290605
784,0.21819142,-0.030420797,-0.58801574
785,-0.22713387,0.59438217,0.7171079
786,-0.3103002,0.31943747,-0.93403745
787,-0.007947406,0.9002308,0.6185448
788,0.7030181,0.7574333,-0.7984359
789,0.6526301,0.60578394,-1.5668529
790,0.2486034,0.50558996,-0.8635717
791,0.4135457,0.52172226,-1.2895974
792,0.40838304,0.006111531,-0.09101221
793,0.025547717,1.1641198,0.5888653
794,-0.14924724,0.18278275,0.19984245
795,-0.057781342,0.013454743,0.70412
796,0.17373131,-0.55957747,0.13889474
797,-0.09221583,-1.1867439,0.9022216
798,0.5701398,-1.0756495,-0.076360054
799,0.5159199,-0.21854728,1.4611485
800,0.07222348,0.24812809,0.4212078
801,-0.26689288,0.1733064,1.5109274
802,-0.54109585,-0.1537716,1.3585857
803,-0.13109794,1.0542145,1.3593186
804,0.3950997,0.4941575,0.5682111
805,0.22548029,0.9848255,0.5255637
806,0.1888045,0.26499888,0.1511709
807,0.23455764,-0.26074547,-0.030027766
808,-0.1944787,0.60551375,-0.08743404
809,-0.34044668,0.18539774,-0.77516437
810,0.33684826,-0.20235412,-0.69238
811,0.26579708,-0.45294437,-0.3406635
812,0.57616544,-0.47846007,-0.6315429
813,0.424895,-0.79407156,-1.6716313
814,-0.3880744,-0.38432688,-1.3740157
815,-0.47218943,-0.3610075,0.2353798
816,0.06697276,0.25499895,-0.40712896
817,0.27990416,0.75865924,-0.6836809
818,-0.54414135,0.4311559,-0.87344897
819,-0.1292069,-0.15574305,-1.7170821
820,-0.12493579,-0.46563268,-0.6052395
821,0.082991645,0.21696974,0.39941263
822,0.019764852,0.45303744,-1.015933
823,0.5074728,0.09788643,-0.31840786
824,0.13691697,0.18431363,-0.65392125
825,0.06440418,0.27294597,0.3943497
826,0.3531216,0.36921906,-1.1024266
827,-0.39195976,-0.48195925,-0.55069333
828,-0.49628878,-0.55554557,-1.4196147
829,0.65681845,-1.1739892,-1.4500604
830,0.045340575,-1.9891429,2.908849
831,0.5794604,-0.9889467,0.77552867
832,0.26294422,0.96665764,0.30753386
833,-0.29031068,0.6836228,0.13037643
834,-0.27131838,0.6262549,1.5365504
835,-0.28871498,0.045545347,1.9862369
836,-0.049736895,0.057384215,1.2819732
837,-0.0071206116,-0.048901472,0.11671951
838,-0.24876848,0.2900089,1.2761438
839,-0.5924927,0.2205999,1.4262248
840,-0.7927226,0.16946943,0.5915365
841,-0.7650347,0.2750125,-0.667032
842,-0.3510728,0.71231294,0.21790858
843,-0.41802675,0.11889982,1.2710662
844,-0.88881314,-0.8944887,1.3909879
845,-0.14576331,0.100514576,-0.11287174
846,0.8970733,-1.0886607,-1.5832194
847,0.44207984,0.10308638,-0.54435444
848,0.60801536,-0.12363756,-1.5554001
849,-0.038406238,0.24391863,-0.4935233
850,-0.40835452,-0.3607325,-1.639919
851,-0.011320478,-0.39620316,-0.27309904
852,0.019964678,-0.18034236,0.45531714
853,0.08281959,0.5867366,-0.5190922
854,0.58520746,1.2449523,-1.2562062
855,-0.18671015,0.51341903,-0.91731495
856,0.21067189,0.05966581,-0.12564953
857,0.33217147,-0.17590332,-0.04761892
858,0.045206796,0.8276761,-0.21614516
859,0.055427115,0.6984631,0.8263085
860,0.23888765,0.61262983,0.0026576836
861,-0.6145431,-0.8940676,-0.44818482
862,0.4638343,-2.1987157,1.2877638
863,-0.4436688,-1.4497939,0.4783701
864,-0.34517822,0.3811607,0.496063
865,0.54596806,0.38467157,0.49892035
866,0.24273774,-0.28282005,0.5579863
867,-0.1080416,0.116103604,-0.2858725
868,0.009834497,-0.12629317,0.20243421
869,-0.65956604,0.75924456,1.6486527
870,-0.2923025,0.35482886,1.3733654
871,-0.063707635,0.7200007,2.2134962
872,-0.009915441,0.31210718,1.2620989
873,-0.20150441,0.26217863,-0.43212038
874,-0.4008359,-0.630591,0.014969353
875,0.0128632,-0.37041038,0.14057413
876,0.042760275,0.028393634,2.1066306
877,0.2893565,0.2191309,-0.035490382
878,0.45644253,-1.9347197,-3.0190144
879,0.6180944,-0.99181795,0.28614166
880,-0.17891079,-0.25509375,-1.2857553
881,-0.6178666,-0.07210394,-0.9925289
882,0.12192556,-0.09348212,-0.79414266
883,-0.24460925,0.20150132,0.35164392
884,0.44186133,0.3861641,0.34587792
885,0.34240872,0.24426267,-0.07586193
886,-0.34378088,0.0034743352,-1.3105485
887,-0.12762107,0.13912866,-0.4871946
888,0.6325041,-0.14605902,-1.6045355
889,0.3076663,0.09111388,-0.17424084
890,-0.17125346,-0.65170777,1.0181822
891,0.43934205,-0.21303101,-0.8937868
892,0.19127049,0.047118265,0.5545943
893,-0.543956,-0.63865113,0.66787046
894,-0.2592329,-0.79729253,0.8517832
895,0.1491013,-1.0273955,0.28101653
896,0.7296359,-1.2638956,0.40581247
897,0.58938015,-0.15087286,0.94563204
898,1.4930152,1.1202737,1.1941031
899,1.0212795,0.9977229,-0.14819154
900,0.07565893,0.41451287,0.9541371
901,-0.3871693,0.089514665,-0.016460229
902,0.40425047,-0.15904003,1.1899599
903,0.30819696,0.0969323,-0.38241684
904,-0.24396951,1.5668756,-1.2469835
905,-1.1174754,0.89363205,-0.54674613
906,-1.3804687,0.7457016,-0.36619443
907,-0.72090656,0.84657264,0.9511848
908,-0.2979356,0.14516813,0.35286725
909,-0.25343752,0.44210428,0.75992125
910,-0.06590628,-0.10569518,-0.36114332
911,-0.83652943,0.28618783,-0.11654368
912,-1.385618,-0.5728937,0.10736962
913,-0.9442752,-0.40823242,-0.553218
914,-0.92387307,-0.29566082,-1.345256
915,0.888333,-1.3318045,0.026118346
916,1.2993556,-0.9692966,-0.3483343
917,0.5975161,-0.28574762,-0.98057175
918,-0.37463707,-0.29306406,-1.4987559
919,-0.0944913,1.0964799,-0.519395
920,0.4133802,0.7327762,-2.3051655
921,0.4283787,0.8594004,0.18854128
922,0.27479333,-0.0829454,-0.4325642
923,0.80665404,0.3743289,-0.9852243
924,0.2774427,-0.24585125,-1.003225
925,-0.0145723,-0.5696421,2.2151759
926,-0.08743243,-0.81138086,0.6559059
927,0.17057618,-0.22923262,-0.2790848
928,-0.1880273,-1.3851277,0.27582622
929,0.24182251,-0.44796845,1.326849
930,0.2125188,-0.017850792,1.5590572
931,0.7764898,-0.46413213,1.0261034
932,0.81471205,0.6081273,-0.14997004
933,1.3150227,0.8149488,1.2894033
934,0.27679202,0.8171594,0.8602442
935,-0.39869544,0.414182,1.1374003
936,-0.37916145,0.045385964,0.38273972
937,-0.3758089,0.8192986,0.24072966
938,-0.8156229,0.5649522,-0.25025207
939,-0.6297487,0.73505354,0.7484963
940,0.06332577,-0.67832583,-0.44975737
941,0.16703214,0.04181592,-0.1489298
942,0.683823,-0.65976584,-1.6952858
943,-0.041756727,-0.08122042,-0.4160597
944,-0.05986225,-0.4220145,0.46470425
945,-0.35889426,-0.33611488,-0.003644798
946,0.5930403,-0.33452705,-1.0560703
947,0.50050586,-1.539681,-1.6304127
948,-0.03439964,-0.42713207,-1.1806825
949,-0.08617488,0.39521208,-0.4419036
950,-0.046529543,0.93303794,-0.8593188
951,-0.83821255,0.6151562,-2.3223462
952,-0.48372135,0.7657326,-2.119693
953,-0.7701165,0.48806348,-0.67589504
954,0.08350166,-0.28052032,-0.9339296
955,0.5424333,0.08424896,-1.128441
956,-0.25730637,-0.20517057,-0.79321766
957,0.16599914,0.27650833,-1.2375809
958,-0.30757073,0.4036357,-0.6189008
959,-0.2873116,-0.503883,0.33110887
960,-0.60814226,-0.26521382,-0.028988801
961,-0.4237208,-0.46270958,-0.98249733
962,-0.25504446,-0.8028933,0.24718699
963,-0.718831,-0.4152755,1.5629541
964,-0.20188306,-1.0894221,1.118241
965,-0.27548322,-0.2864275,0.7650986
966,0.21233048,0.13529263,0.49895427
967,0.85683066,0.77725327,-1.2011352
968,0.96093696,0.4481485,-0.9804632
969,0.6467076,0.7796792,-1.2771937
970,-0.086499274,0.60497826,-0.52377784
971,-0.25834912,0.546314,2.4561684
972,-1.2187622,0.7421786,2.2954335
973,-1.1726239,0.5508826,1.761335
974,-0.5946357,0.15725249,0.47467712
975,-0.1506191,-0.24161465,-0.172253
976,-0.40437987,-0.76408476,1.4099994
977,-0.30006444,0.058236778,1.3454889
978,-0.3858116,-0.8655214,0.06964519
979,0.18263468,-1.3155459,-1.4204693
980,-0.10968005,-0.77707493,-0.49156576
981,-0.04074664,-0.08349989,-0.8249023
982,0.7183501,0.43299603,0.82257086
983,0.69446564,0.8387188,0.2652989
984,-0.2980062,0.20087343,-1.2497565
985,0.12307848,0.86365765,-2.076992
986,0.047167227,0.45025775,0.22817546
987,0.04631279,0.15156996,0.09793089
988,0.85484016,0.122844845,-0.91980076
989,0.19593745,0.60106635,0.06575153
990,-0.25514814,0.2611649,-0.19326168
991,-0.528125,-0.515755,0.53786284
992,0.19854215,-0.76383847,-0.04894712
993,0.25256222,-0.6328301,-0.85962135
994,0.35183212,-0.50741285,-0.19596149
995,-0.06544584,-0.99041486,-0.6342895
996,-0.2159203,-0.40802413,1.271962
997,0.2455084,-0.3168799,0.70145255
998,0.6797357,-0.6997951,2.9458618
999,0.5351008,-1.1714007,1.1978822
